player,nationality,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Kevin Trapp,de GER,GK,Eint Frankfurt,33-172,1990,15.0,427,569,75.0,9942,6572,127,127,100.0,201,203,99.0,98,234,41.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Christopher Trimmel,at AUT,"DF,MF",Union Berlin,36-306,1987,8.3,283,440,64.3,5323,2200,123,148,83.1,112,156,71.8,43,112,38.4,1,0.8,1.5,+0.2,19,29,12,6,39,Matches
Tuta,br BRA,DF,Eint Frankfurt,24-176,1999,14.0,856,1008,84.9,15533,5713,342,372,91.9,451,489,92.2,58,115,50.4,1,1.2,0.7,-0.2,5,54,7,0,56,Matches
Lukas Ullrich,de GER,DF,M'Gladbach,19-286,2004,0.2,4,11,36.4,68,8,2,3,66.7,2,2,100.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sven Ulreich,de GER,GK,Bayern Munich,35-146,1988,8.0,244,295,82.7,5193,3505,73,74,98.6,130,132,98.5,40,88,45.5,0,0.0,0.0,0.0,1,2,0,0,0,Matches
Deniz Undav,de GER,FW,Stuttgart,27-161,1996,8.7,190,257,73.9,2738,831,102,123,82.9,60,76,78.9,10,16,62.5,3,2.5,2.2,+0.5,14,20,13,1,35,Matches
Dayot Upamecano,fr FRA,DF,Bayern Munich,25-061,1998,11.7,1045,1118,93.5,20777,6190,317,330,96.1,605,640,94.5,119,135,88.1,0,0.4,0.7,-0.4,3,77,1,0,69,Matches
Mark Uth,de GER,"MF,FW",Köln,32-125,1991,2.9,69,101,68.3,1114,319,37,39,94.9,18,26,69.2,9,19,47.4,0,0.7,0.5,-0.7,3,5,2,0,9,Matches
Josha Vagnoman,de GER,"DF,MF",Stuttgart,23-016,2000,2.9,113,131,86.3,1515,262,69,74,93.2,32,38,84.2,3,6,50.0,1,0.8,0.8,+0.2,3,3,2,0,7,Matches
Ruben Vargas,ch SUI,"MF,FW",Augsburg,25-144,1998,8.1,152,228,66.7,2503,724,72,90,80.0,63,90,70.0,12,27,44.4,1,1.0,1.3,0.0,13,8,8,2,23,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,28-092,1995,12.2,639,771,82.9,13814,4514,181,211,85.8,348,381,91.3,108,164,65.9,1,0.5,0.6,+0.5,3,35,9,4,47,Matches
Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,20-086,2003,4.9,33,73,45.2,494,39,19,34,55.9,11,23,47.8,2,8,25.0,0,0.0,0.1,0.0,1,0,0,0,1,Matches
Kevin Vogt,de GER,DF,Hoffenheim,32-095,1991,14.7,813,939,86.6,17137,7528,237,252,94.0,413,460,89.8,146,201,72.6,0,0.1,0.4,-0.1,2,79,11,0,84,Matches
Kevin Volland,de GER,"MF,FW",Union Berlin,31-150,1992,5.5,94,150,62.7,1385,514,57,73,78.1,25,42,59.5,6,16,37.5,3,1.4,1.0,+1.6,6,8,12,3,20,Matches
Aster Vranckx,be BEL,MF,Wolfsburg,21-084,2002,7.1,271,315,86.0,4701,991,118,126,93.7,109,120,90.8,32,48,66.7,0,0.2,0.2,-0.2,4,21,4,2,29,Matches
Luca Waldschmidt,de GER,"MF,FW",Köln,27-222,1996,9.4,224,310,72.3,3587,969,100,125,80.0,96,123,78.0,16,31,51.6,0,1.0,1.3,-1.0,10,16,8,2,37,Matches
Wout Weghorst,nl NED,FW,Hoffenheim,31-142,1992,10.8,204,277,73.6,2572,435,130,164,79.3,50,70,71.4,8,12,66.7,0,1.6,1.3,-1.6,11,7,8,0,20,Matches
Julian Weigl,de GER,MF,M'Gladbach,28-110,1995,14.9,633,719,88.0,11654,3110,257,289,88.9,298,317,94.0,69,87,79.3,2,1.6,0.7,+0.4,12,57,5,0,60,Matches
Nelson Weiper,de GER,"FW,MF",Mainz 05,18-285,2005,1.2,21,34,61.8,248,37,12,15,80.0,5,10,50.0,0,0,,0,0.2,0.1,-0.2,2,2,1,0,2,Matches
Mitchell Weiser,de GER,"DF,FW",Werder Bremen,29-250,1994,15.4,572,771,74.2,9201,3676,306,363,84.3,217,282,77.0,37,77,48.1,4,1.7,2.9,+2.3,16,40,18,12,51,Matches
Noah Weißhaupt,de GER,"DF,MF",Freiburg,22-098,2001,5.0,177,234,75.6,3285,858,72,79,91.1,80,101,79.2,22,38,57.9,1,1.1,1.2,-0.1,14,9,10,9,15,Matches
Timo Werner,de GER,"FW,MF",RB Leipzig,27-296,1996,2.3,61,88,69.3,983,129,34,43,79.1,23,30,76.7,4,7,57.1,0,0.0,0.1,0.0,2,1,0,0,6,Matches
Silvan Widmer,ch SUI,DF,Mainz 05,30-297,1993,3.9,171,225,76.0,2743,1181,91,102,89.2,65,89,73.0,10,21,47.6,0,1.4,0.7,-1.4,5,16,3,1,19,Matches
Patrick Wimmer,at AUT,FW,Wolfsburg,22-211,2001,3.1,59,88,67.0,932,267,35,45,77.8,18,26,69.2,3,8,37.5,0,0.1,0.1,-0.1,4,6,1,0,7,Matches
Jonas Wind,dk DEN,FW,Wolfsburg,24-323,1999,15.6,230,337,68.2,3573,861,123,169,72.8,83,112,74.1,14,20,70.0,4,3.0,1.9,+1.0,20,18,12,0,42,Matches
Florian Wirtz,de GER,MF,Leverkusen,20-238,2003,14.0,778,938,82.9,10200,2994,501,565,88.7,202,235,86.0,28,41,68.3,7,4.0,5.1,+3.0,37,46,45,3,110,Matches
Maximilian Wittek,de GER,"DF,MF",Bochum,28-128,1995,5.5,194,292,66.4,3600,1653,74,96,77.1,91,130,70.0,23,53,43.4,1,0.5,1.2,+0.5,14,26,8,3,34,Matches
Maximilian Wöber,at AUT,DF,M'Gladbach,25-326,1998,14.7,784,962,81.5,14338,5490,307,340,90.3,408,467,87.4,65,129,50.4,2,1.0,0.8,+1.0,9,69,10,5,84,Matches
Marius Wolf,de GER,DF,Dortmund,28-214,1995,7.0,340,464,73.3,5653,2365,169,199,84.9,133,164,81.1,30,71,42.3,1,1.0,1.3,0.0,7,39,9,5,28,Matches
Nick Woltemade,de GER,"FW,MF",Werder Bremen,21-316,2002,2.9,82,102,80.4,1155,227,46,55,83.6,26,31,83.9,5,7,71.4,0,0.4,0.5,-0.4,6,5,4,0,8,Matches
Jeong Woo-yeong,kr KOR,MF,Stuttgart,24-098,1999,4.2,136,165,82.4,1734,376,90,106,84.9,29,34,85.3,6,7,85.7,2,0.9,1.1,+1.1,6,12,1,0,12,Matches
Granit Xhaka,ch SUI,MF,Leverkusen,31-091,1992,15.7,1497,1626,92.1,23214,6686,857,901,95.1,506,546,92.7,105,124,84.7,0,1.1,2.2,-1.1,18,173,23,0,176,Matches
Dan-Axel Zagadou,fr FRA,DF,Stuttgart,24-207,1999,13.1,962,1107,86.9,18010,7175,352,380,92.6,490,541,90.6,101,155,65.2,0,0.1,0.3,-0.1,2,50,3,0,56,Matches
Robin Zentner,de GER,GK,Mainz 05,29-060,1994,12.0,282,394,71.6,7836,5465,60,60,100.0,115,118,97.5,105,211,49.8,0,0.0,0.0,0.0,0,3,0,0,1,Matches
Cedric Zesiger,ch SUI,DF,Wolfsburg,25-186,1998,10.4,590,703,83.9,11541,4069,169,181,93.4,370,403,91.8,47,92,51.1,0,0.0,0.1,0.0,0,38,0,0,49,Matches
Michael Zetterer,de GER,GK,Werder Bremen,28-168,1995,9.0,300,367,81.7,8433,5504,34,34,100.0,139,141,98.6,127,187,67.9,0,0.0,0.0,0.0,0,3,1,0,0,Matches
Christoph Zimmermann,de GER,DF,Darmstadt 98,30-349,1993,4.9,152,187,81.3,2898,918,59,63,93.7,79,90,87.8,14,30,46.7,0,0.0,0.0,0.0,0,10,0,0,9,Matches
Simon Zoller,de GER,"FW,MF",Bochum,32-184,1991,0.5,5,8,62.5,97,0,2,3,66.7,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
